"","Total de captures","Succès de pêche (poissons/j-p)","Masse moyenne(g)","Plan d'eau","Espèce","Année","Réserve/Parc","Secteur"
"462",1,"1.0","113","Lège, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"463",107,"2.3","216","Lenoir, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"464",129,"3.0","207","Lenoir, Rivière","Omble de fontaine",2021,"Rouge-Matawin",NA
"465",15,"3.8","142","Loucé, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"466",41,"1.4","106","Macaza, Rivière","Omble de fontaine",2021,"Rouge-Matawin",NA
"467",107,"2.0","171","Mandin, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"468",5,"0.0","197","Matawin, Rivière","Omble de fontaine",2021,"Rouge-Matawin",NA
"469",313,"2.0","222","McIntyre, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"470",59,"2.8","273","McIntyre, Petit lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"471",77,"1.8","231","McRae, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"472",9,"2.3","111","Morancé, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"473",300,"2.2","190","Moranger, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"474",27,"3.9","298","Ninville, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"475",23,"5.8","265","Pantin, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"476",6,"3.0","83","Parement, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"477",34,"5.7","143","Pécody, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"478",9,"3.0",NA,"Pouze, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"479",3,"3.0","113","Proche, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"480",1,"0.3","750","Quartz, Lac du","Omble de fontaine",2021,"Rouge-Matawin",NA
"481",321,"3.7","333","Racine, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"482",44,"1.0","466","Raemer, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"483",18,"0.4","233","Rouge, Rivière","Omble de fontaine",2021,"Rouge-Matawin",NA
"484",57,"2.6","274","Ruter, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"485",14,"7.0","49","Savanne, Ruisseau","Omble de fontaine",2021,"Rouge-Matawin",NA
"486",132,"1.9","241","Saxel, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"487",120,"3.0","136","Sheship, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"488",71,"1.7","394","Svastika, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"489",8,"4.0","313","Tassin, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"490",70,"4.4","187","Tittlit, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"491",65,"3.7","294","Travecy, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"492",8,"1.0","680","Troie, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"493",2,"2.0",NA,"Valtrie, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"494",328,"4.6","120","Verneuil, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"495",111,"2.0","251","Vitart, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"496",46,"6.6","182","Zéro, Lac","Omble de fontaine",2021,"Rouge-Matawin",NA
"497",10,"0.6","2944","Antique, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"498",16,"0.9","1577","Baie des Dix Milles Nord","Grand Brochet",2021,"Rouge-Matawin",NA
"499",17,"4.8","1766","Baie des Dix Milles Sud","Grand Brochet",2021,"Rouge-Matawin",NA
"500",92,"2.3","1695","Baie du Bois Vert","Grand Brochet",2021,"Rouge-Matawin",NA
"501",13,"2.0","1877","Bambi, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"502",20,"4.0","1135","Bonnefons, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"503",42,"1.3","1474","Brochet, Lac au","Grand Brochet",2021,"Rouge-Matawin",NA
"504",1,"0.1","2270","Catudal, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"505",24,"2.8","1112","Cazo, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"506",34,"1.6","1376","Chaland, Lac du Petit","Grand Brochet",2021,"Rouge-Matawin",NA
"507",7,"2.8","1150","Chargé, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"508",23,"3.8","2130","Coin, Lac en","Grand Brochet",2021,"Rouge-Matawin",NA
"509",1,"3.3","2000","Comox, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"510",39,"3.7","1421","Cordeau, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"511",1,"0.2","680","Danay, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"512",1,"1.4","907","Daulé, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"513",3,"0.7","3217","Dispan, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"514",14,"4.5","2088","Donsil, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"515",3,"7.7",NA,"Éclisses, Lac des","Grand Brochet",2021,"Rouge-Matawin",NA
"516",7,"0.9","1339","Écuyer, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"517",4,"0.6","1563","Escalier, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"518",7,"3.5","2214","Escalier, Petit lac","Grand Brochet",2021,"Rouge-Matawin",NA
"519",2,"4.3","2265","Gadiou, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"520",48,"2.0","1803","Gate, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"521",19,"0.3","2655","Gesseron Hardinge, Lacs","Grand Brochet",2021,"Rouge-Matawin",NA
"522",5,"2.0",NA,"Ginson, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"523",2,"1.0","500","Grand Mère, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"524",2,"0.8","565","Héripel, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"525",22,"0.5","1396","Jamet, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"526",4,"0.1",NA,"Jamet, Rivière","Grand Brochet",2021,"Rouge-Matawin",NA
"527",1,"4.0","1360","Kaki, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"528",42,"0.2","1979","Laverdière, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"529",74,"0.8","1439","Legendre, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"530",21,"3.2","1426","Libeau Nord, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"531",36,"1.5","1642","Libeau Sud, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"532",9,"2.2","1464","Lournand, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"533",1,"0.5","1810","Lozet, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"534",5,"3.5","636","Lucé, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"535",8,"1.9","904","Lumina, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"536",7,"0.2","2367","Macaza, Rivière","Grand Brochet",2021,"Rouge-Matawin",NA
"537",19,"2.7","1308","Marsais, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"538",33,"1.2","2583","Matawin, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"539",163,"1.2","1895","Matawin, Rivière","Grand Brochet",2021,"Rouge-Matawin",NA
"540",2,"0.2","3865","Molleur, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"541",7,"3.3","910","Montagnac, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"542",33,"1.8","3042","Mosquic, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"543",10,"7.7","1167","Mosquic, Petit lac","Grand Brochet",2021,"Rouge-Matawin",NA
"544",13,"2.6","1918","Muloin, Jouan, Gabot,","Grand Brochet",2021,"Rouge-Matawin",NA
"545",3,"0.3","1967","Noulette, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"546",51,"2.2","2390","Odelin, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"547",8,"2.7","2045","Passe, Lac La","Grand Brochet",2021,"Rouge-Matawin",NA
"548",29,"3.3","1788","Pechina, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"549",88,"2.2","2042","Pierron, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"550",27,"5.2","1100","Regnard, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"551",18,"0.5","1082","Rouge Grand et Petit","Grand Brochet",2021,"Rouge-Matawin",NA
"552",3,"0.1","1327","Rouge, Rivière","Grand Brochet",2021,"Rouge-Matawin",NA
"553",17,"0.2","1361","Sapin, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"554",11,"0.8","695","Sarnia, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"555",24,"3.4","1266","Sault, Lac du","Grand Brochet",2021,"Rouge-Matawin",NA
"556",6,"2.7","1888","Seal, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"557",14,"3.6","1356","Serent, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"558",1,"7.0","1600","Siret, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"559",26,"1.8","802","Sucreries, Lac des","Grand Brochet",2021,"Rouge-Matawin",NA
"560",1,"5.2","1000","Tavery, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"561",9,"0.9","2244","Tobie, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"562",20,"1.6","1882","Tourvion grand et petit","Grand Brochet",2021,"Rouge-Matawin",NA
"563",16,"4.0","1863","Turbal, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"564",8,"1.6","1067","Valade, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"565",31,"0.7","949","Willard, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"566",8,"2.5","1938","Yvelain, Lac","Grand Brochet",2021,"Rouge-Matawin",NA
"567",1,"0.1",NA,"Brochet, Lac au","Doré Jaune",2021,"Rouge-Matawin",NA
"568",8,"0.4","820","Cordeau, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"569",73,"1.4","706","Gate, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"570",21,"2.3","925","Héripel, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"571",179,"1.3","598","Jamet, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"572",121,"0.6","654","Laverdière, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"573",3,"0.6","680","Lumina, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"574",1,"0.1","676","Macaza, Rivière","Doré Jaune",2021,"Rouge-Matawin",NA
"575",169,"2.8","754","Pierron, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"576",45,"0.7","603","Rouge Grand et Petit","Doré Jaune",2021,"Rouge-Matawin",NA
"577",23,"0.6","597","Rouge, Rivière","Doré Jaune",2021,"Rouge-Matawin",NA
"578",46,"0.3","715","Sapin, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"579",30,"1.3","570","Sarnia, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"580",5,"0.2","900","Sucreries, Lac des","Doré Jaune",2021,"Rouge-Matawin",NA
"581",17,"1.9","518","Tobie, Lac","Doré Jaune",2021,"Rouge-Matawin",NA
"582",13,"0.1","1137","Froid, Lac","Touladi",2021,"Rouge-Matawin",NA
"583",24,"1.2","962","Froid, Petit lac","Touladi",2021,"Rouge-Matawin",NA
"584",15,"0.6","744","Grandive, Lac","Touladi",2021,"Rouge-Matawin",NA
"585",27,"0.7","566","Lenoir, Lac","Touladi",2021,"Rouge-Matawin",NA
"586",25,"0.5","1137","Raimbault, Lac","Touladi",2021,"Rouge-Matawin",NA
"587",8,"0.1","1571","Rouge Grand et Petit","Touladi",2021,"Rouge-Matawin",NA
"588",25,"0.7","882","Svastika, Lac","Touladi",2021,"Rouge-Matawin",NA
"589",9,"0.1","1044","Willard, Lac","Touladi",2021,"Rouge-Matawin",NA
"590",104,"0.8","854","Laverdière, Lac","Achigan à petite bouche",2021,"Rouge-Matawin",NA
"591",1,"0.0","200","Macaza, Rivière","Achigan à petite bouche",2021,"Rouge-Matawin",NA
"592",19,"0.3","756","Sapin, Lac","Achigan à petite bouche",2021,"Rouge-Matawin",NA
"593",1,"0.0",NA,"Sucreries, Lac des","Achigan à petite bouche",2021,"Rouge-Matawin",NA
"594",21,"2.0","249","Antique, Lac","Perchaude",2021,"Rouge-Matawin",NA
"595",3,"0.1",NA,"Baie des Dix Milles Nord","Perchaude",2021,"Rouge-Matawin",NA
"596",9,"0.1","190","Baie du Bois Vert","Perchaude",2021,"Rouge-Matawin",NA
"597",3,"3.0",NA,"Baies, Ruisseau des","Perchaude",2021,"Rouge-Matawin",NA
"598",23,"0.8","133","Brochet, Lac au","Perchaude",2021,"Rouge-Matawin",NA
"599",5,"0.5","140","Catudal, Lac","Perchaude",2021,"Rouge-Matawin",NA
"600",4,"0.3","313","Cazo, Lac","Perchaude",2021,"Rouge-Matawin",NA
"601",5,"0.5","150","Chaland, Lac du Petit","Perchaude",2021,"Rouge-Matawin",NA
"602",1,"0.5","150","Cordeau, Lac","Perchaude",2021,"Rouge-Matawin",NA
"603",2,"0.3",NA,"Dispan, Lac","Perchaude",2021,"Rouge-Matawin",NA
"604",6,"0.4","250","Gate, Lac","Perchaude",2021,"Rouge-Matawin",NA
"605",12,"0.6","333","Gesseron Hardinge, Lacs","Perchaude",2021,"Rouge-Matawin",NA
"606",6,"3.0",NA,"Jurlain, Lac","Perchaude",2021,"Rouge-Matawin",NA
"607",16,"0.1","306","Laverdière, Lac","Perchaude",2021,"Rouge-Matawin",NA
"608",5,"0.2",NA,"Libeau Sud, Lac","Perchaude",2021,"Rouge-Matawin",NA
"609",23,"0.9",NA,"Macaza, Rivière","Perchaude",2021,"Rouge-Matawin",NA
"610",18,"0.9","187","Marsais, Lac","Perchaude",2021,"Rouge-Matawin",NA
"611",27,"0.3","162","Matawin, Rivière","Perchaude",2021,"Rouge-Matawin",NA
"612",6,"0.7","453","Montagnac, Lac","Perchaude",2021,"Rouge-Matawin",NA
"613",12,"1.0","160","Mosquic, Lac","Perchaude",2021,"Rouge-Matawin",NA
"614",91,"3.1","320","Odelin, Lac","Perchaude",2021,"Rouge-Matawin",NA
"615",4,"0.0","403","Pierron, Lac","Perchaude",2021,"Rouge-Matawin",NA
"616",1,"0.1","100","Regnard, Lac","Perchaude",2021,"Rouge-Matawin",NA
"617",25,"0.2","222","Sapin, Lac","Perchaude",2021,"Rouge-Matawin",NA
"618",2,"0.3","230","Serent, Lac","Perchaude",2021,"Rouge-Matawin",NA
"619",15,"0.5","176","Sucreries, Lac des","Perchaude",2021,"Rouge-Matawin",NA
"620",1,"1.0",NA,"Tisson Gr et Pt lacs","Perchaude",2021,"Rouge-Matawin",NA
"621",3,"0.8","333","Turbal, Lac","Perchaude",2021,"Rouge-Matawin",NA
